Type,Price,Bedrooms,Bathrooms,Area,Furnished,Level,Compound,Payment_Option,Delivery_Date,Delivery_Term,City
Apartment,6800000,3,3,237.0,No,1,New Giza,Installment,2024,Finished,6th of October
Apartment,5600000,2,2,148.0,No,2,Mivida,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,2800000,3,3,160.0,No,2,Rehab City,Cash or Installment,2024,Finished,Rehab City
Apartment,2260000,3,2,120.0,No,1,Kayan,Cash or Installment,2025,Finished,Sheikh Zayed
Apartment,3460417,2,1,140.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,350000,2,1,74.0,No,4,Madinaty,Cash,2025,Finished,Madinaty
Apartment,3600000,4,3,345.0,No,1,Not in Compound,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2100000,3,3,160.0,No,2,Mountain View iCity,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1750000,3,2,116.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1400000,2,1,70.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1390000,3,3,155.0,No,6,One Kattameya,Cash,2024,Semi Finished,Maadi
Apartment,470000,3,3,205.0,No,1,Taj City,Cash or Installment,2025,Not Finished,Obour City
Apartment,1750000,2,1,107.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1137600,1,1,90.0,No,2,Midtown Sky,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,1900000,2,2,100.0,No,2,Tag Sultan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,2900000,3,2,140.0,No,2,Sodic East,Cash or Installment,2025,Not Finished,Shorouk City
Apartment,2800000,2,2,139.0,No,1,Sodic East,Cash or Installment,2025,Not Finished,Shorouk City
Apartment,3500000,2,2,105.0,No,3,ZED Towers,Installment,2026,Finished,Sheikh Zayed
Apartment,2800000,3,3,162.0,No,5,Rehab City,Cash or Installment,2024,Finished,Rehab City
Duplex,6500000,3,2,300.0,Yes,7,Porto New Cairo,Cash,2024,Finished,New Cairo - El Tagamoa
Duplex,4250000,4,4,595.0,No,1,Not in Compound,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2850000,3,2,143.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1550000,3,3,170.0,No,3,El Khamayel,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,4182527,3,2,140.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,550000,2,1,77.0,No,2,Madinaty,Installment,2025,Finished,Madinaty
Apartment,850000,2,1,70.0,No,1,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,520000,3,3,227.0,No,1,Taj City,Cash or Installment,2025,Not Finished,Nasr City
Apartment,3600000,4,3,273.0,No,1,Mountain View - October Park,Cash,2024,Not Finished,6th of October
Apartment,1500000,3,1,130.0,No,1,Dar Misr,Cash,2024,Finished,Sheikh Zayed
Apartment,1980000,2,2,131.0,No,5,Sarai,Cash or Installment,2024,Not Finished,Shorouk City
Apartment,3600000,3,3,135.0,No,1,Trio Gardens,Cash or Installment,2023,Finished,New Cairo - El Tagamoa
Apartment,5000000,4,4,178.0,No,1,One 16,Cash,2024,Semi Finished,Sheikh Zayed
Penthouse,5000000,4,4,175.0,No,1,Taj City,Cash or Installment,2026,Finished,New Cairo - El Tagamoa
Apartment,2707484,2,1,110.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,1900000,3,2,124.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,400000,3,2,175.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,Heliopolis
Apartment,2700000,3,3,163.0,No,3,Beta Greens,Installment,2023,Semi Finished,Mostakbal City
Apartment,3920202,3,2,170.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,2560000,3,3,165.0,No,3,Sarai,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,300000,2,1,130.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,Sheraton
Apartment,2400000,3,3,146.0,No,1,Zayed Dunes,Cash,2024,Finished,Sheikh Zayed
Apartment,1000000,2,1,84.0,No,2,Eco West,Cash or Installment,2024,Finished,Sheikh Zayed
Duplex,5000000,3,3,245.0,No,1,Mountain View iCity,Installment,2024,Not Finished,New Cairo - El Tagamoa
Duplex,3500000,3,3,200.0,No,1,Sodic East,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,300000,3,2,150.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Nozha
Duplex,3300000,3,3,213.0,No,1,IL Bosco City,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,5500000,3,3,266.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,300000,3,2,150.0,No,3,Mountain View iCity,Cash or Installment,2026,Not Finished,New Nozha
Apartment,1480000,1,2,80.0,No,1,The Brooks,Cash or Installment,2026,Not Finished,New Cairo - El Tagamoa
Apartment,3963211,3,2,170.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,1200000,3,2,148.0,No,1,Eshraqa,Cash,2024,Semi Finished,6th of October
Apartment,360000,3,2,160.0,No,4,Taj City,Cash,2026,Not Finished,Nasr City
Apartment,4500000,2,2,153.0,No,1,90 Avenue,Installment,2025,Finished,New Cairo - El Tagamoa
Apartment,2750000,3,3,170.0,No,1,La Mirada,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1710000,3,2,180.0,No,2,Light City,Cash or Installment,2025,Finished,New Capital City
Apartment,1750000,3,2,140.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2200000,3,3,180.0,No,1,Beta Greens,Cash or Installment,2024,Semi Finished,6th of October
Apartment,360000,3,2,160.0,No,3,Taj City,Cash or Installment,2026,Not Finished,Nasr City
Apartment,2138000,2,2,122.0,No,1,Lake view Residence,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2720000,3,3,175.0,No,1,Palm Hills New Cairo,Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,3350000,3,3,197.0,No,1,Tag Sultan,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Penthouse,6600000,3,3,266.0,No,4,Park View,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3800000,3,2,480.0,No,11,Not in Compound,Cash,2024,Finished,Bahray - Anfoshy
Apartment,2580000,3,3,194.0,No,3,Midtown Sky,Installment,2025,Not Finished,New Capital City
Apartment,3625355,3,2,160.0,No,2,Mountain View iCity,Cash or Installment,2025,Not Finished,New Cairo - El Tagamoa
Apartment,3600000,3,3,161.0,No,1,Galleria Moon Valley,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,360000,3,2,160.0,No,3,Taj City,Cash or Installment,2025,Not Finished,Nasr City
Apartment,3000000,2,3,130.0,No,1,Karma Residence,Cash,2024,Finished,Sheikh Zayed
Apartment,2850000,3,2,145.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4000000,3,3,240.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3100000,2,2,159.0,No,3,Village Gardens Katameya,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,2800000,3,3,260.0,Yes,1,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2700000,2,2,136.0,No,3,Not in Compound,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2190000,3,2,130.0,No,1,Kayan,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,1300000,3,3,450.0,No,4,Beit Al Watan,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,2450000,3,3,160.0,No,2,Fifth Square,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,4000000,3,3,241.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,4500000,3,4,192.0,No,4,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2500000,3,1,106.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Duplex,6000000,3,3,212.0,No,1,Village Gardens Katameya,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,5000000,2,3,132.0,No,1,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,6660000,3,3,202.0,No,1,The Estates,Cash or Installment,2026,Finished,Sheikh Zayed
Apartment,1842000,3,2,124.0,No,1,Porto October,Cash or Installment,2024,Not Finished,Sheikh Zayed
Apartment,3700000,2,3,156.0,No,2,Eastown,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1440000,2,3,120.0,No,1,Yaru,Cash or Installment,2025,Semi Finished,New Capital City
Apartment,1500000,2,1,90.0,No,3,Beta Greens,Cash or Installment,2022,Not Finished,Mostakbal City
Apartment,2750000,3,2,205.0,No,9,Not in Compound,Cash or Installment,2024,Finished,Maadi
Apartment,360000,3,2,159.0,No,2,Taj City,Cash or Installment,2025,Not Finished,Nasr City
Studio,1150000,1,1,60.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3500000,3,2,285.0,No,10,Not in Compound,Cash or Installment,2024,Finished,Glim
Apartment,5700000,4,4,265.0,No,6,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,5670000,3,4,190.0,No,4,Village West,Installment,2024,Finished,Sheikh Zayed
Apartment,1350000,3,2,165.0,No,2,Not in Compound,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2850000,3,3,186.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1500000,3,2,116.0,No,3,Madinaty,Cash or Installment,2024,Finished,Madinaty
Apartment,1450000,3,3,200.0,No,4,Uptown Cairo,Installment,2023,Finished,Mokattam
Apartment,1800000,4,3,219.0,No,2,Eshraqa,Cash,2024,Semi Finished,6th of October
Apartment,4200000,4,3,213.0,No,1,October Plaza Sodic,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,900000,3,2,150.0,No,2,Beit Al Watan,Installment,2024,Semi Finished,Sheikh Zayed
Apartment,2851508,3,3,177.0,No,1,AZAD,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1688750,4,3,195.0,No,3,Beit Al Watan,Cash or Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,2900000,3,3,175.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,9571062,3,3,230.0,No,2,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3960000,3,3,184.0,No,2,Sky Condos Sodic,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3969648,2,3,150.0,No,1,O West,Installment,2023,Semi Finished,6th of October
Apartment,2500000,3,2,146.0,No,1,Zayed Dunes,Cash,2024,Finished,Sheikh Zayed
Penthouse,4418000,4,3,220.0,No,4,Stone Residence,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,1800000,2,1,107.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,720000,3,2,107.0,No,4,Madinaty,Cash or Installment,2025,Finished,Madinaty
Apartment,3600000,2,2,155.0,No,2,Palm Hills New Cairo,Cash or Installment,2022,Finished,New Cairo - El Tagamoa
Apartment,2665000,3,2,106.0,No,3,Eastown,Installment,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,1764700,2,1,135.0,No,3,Nest Cairo,Cash or Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,3545000,3,3,182.0,No,2,Sodic East,Cash or Installment,2025,Not Finished,Shorouk City
Apartment,8500000,3,3,234.0,No,2,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1200000,2,1,70.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1120000,2,1,78.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1200000,3,3,200.0,No,3,Not in Compound,Cash,2024,Finished,Obour City
Apartment,8500000,3,3,234.0,No,1,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,1700000,3,3,103.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,650000,3,3,336.0,No,5,Rock Eden,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2300000,3,3,155.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1099234,3,2,90.0,No,1,Jodran,Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,881626,2,1,70.0,No,3,Jodran,Installment,2024,Semi Finished,Zahraa Al Maadi
Studio,2466193,1,2,95.0,No,1,Mountain View iCity,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1286095,3,2,123.0,No,4,Maadi View,Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,1073063,3,2,130.3,No,3,The Key,Installment,2024,Semi Finished,Mokattam
Apartment,4750000,3,3,197.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Apartment,1650000,2,1,90.0,Yes,3,Rehab City,Cash,2024,Finished,Rehab City
Apartment,4550000,4,3,250.0,No,4,Rehab City,Cash,2024,Finished,Rehab City
Apartment,2485000,3,3,194.0,No,4,Palm Hills New Cairo,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2150000,3,2,135.0,No,1,Kayan,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,200000,2,2,157.0,No,1,October Plaza Sodic,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,3950000,3,3,163.0,No,2,Badya Palm Hills,Installment,2023,Semi Finished,Sheikh Zayed
Apartment,520000,3,2,165.0,No,2,Mountain View iCity,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,950000,2,1,82.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1500000,3,2,225.0,No,1,Not in Compound,Cash,2024,Semi Finished,6th of October
Apartment,320000,3,2,167.0,No,2,Fifth Square,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,2700000,2,2,128.0,No,2,Palm Hills New Cairo,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2600000,3,2,155.0,No,3,Badya Palm Hills,Installment,2024,Not Finished,6th of October
Apartment,4800000,3,2,168.0,No,3,AZAD,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,250000,2,2,132.0,No,3,Fifth Square,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,3000000,3,3,200.0,No,1,Not in Compound,Cash,2024,Finished,New Cairo - El Tagamoa
Studio,1247000,1,1,64.0,No,2,Tag Sultan,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2200000,3,3,172.0,No,1,The Square,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,2500000,3,3,194.0,No,4,Palm Hills New Cairo,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,3,2,195.0,No,3,Andalus,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,3,3,215.0,No,12,Andalus,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,964000,2,1,130.0,No,2,Beit Al Watan,Cash or Installment,2025,Semi Finished,New Cairo - El Tagamoa
Apartment,4600000,4,4,205.0,No,3,Palm Hills New Cairo,Cash,2023,Semi Finished,New Cairo - El Tagamoa
Apartment,3800000,3,2,153.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3180000,3,2,157.0,No,1,October Plaza Sodic,Cash or Installment,2024,Finished,Sheikh Zayed
Apartment,2000000,2,2,120.0,No,1,Galleria Moon Valley,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1100000,2,1,86.0,No,2,Eco West,Cash or Installment,2024,Finished,6th of October
Apartment,4500000,3,3,211.0,No,2,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1099234,2,1,90.0,No,1,Jodran,Installment,2024,Semi Finished,Zahraa Al Maadi
Apartment,1463726,3,2,123.5,No,1,Jodran,Installment,2024,Semi Finished,Zahraa Al Maadi
Penthouse,710000,3,3,336.0,No,5,Rock Eden,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1054624,3,1,108.0,No,2,Maadi V,Cash or Installment,2023,Semi Finished,Zahraa Al Maadi
Apartment,753609,3,2,91.0,No,2,The Key,Installment,2024,Semi Finished,Mokattam
Apartment,753609,3,2,91.0,No,3,The Key,Cash or Installment,2024,Semi Finished,Mokattam
Penthouse,2900000,3,3,166.0,No,2,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,350000,2,1,74.0,No,4,Madinaty,Installment,2024,Finished,Madinaty
Duplex,10000000,3,4,320.0,No,1,Uptown Cairo,Cash,2025,Finished,Mokattam
Studio,1160000,1,1,50.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,3200000,3,2,157.0,No,1,Rehab City,Cash,2024,Finished,Rehab City
Duplex,6500000,4,3,300.0,No,3,Lake view Residence,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,5600000,3,3,160.0,No,1,Villette,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,2100000,3,3,163.0,No,3,Safwa Dream,Cash,2024,Finished,6th of October
Apartment,9400000,3,2,231.0,No,2,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,2650000,2,2,140.0,Yes,2,Badya Palm Hills,Installment,2023,Not Finished,Sheikh Zayed
Apartment,350000,2,1,74.0,No,4,Madinaty,Installment,2025,Finished,Madinaty
Apartment,2530000,4,3,230.0,No,3,Kanarya,Cash or Installment,2024,Semi Finished,Sheikh Zayed
Apartment,3000000,3,3,140.0,No,3,Kayan,Cash or Installment,2025,Finished,6th of October
Apartment,3800000,3,2,170.0,No,3,Galleria Moon Valley,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3185845,2,2,142.0,No,2,Palm Hills Katameya,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,4200000,3,3,191.0,No,2,Eastown,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,300000,3,2,147.0,No,1,Sarai,Cash or Installment,2024,Not Finished,Zamalek
Apartment,280000,2,2,120.0,No,2,Mountain View iCity,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,2650000,3,2,170.0,No,3,Sheraton Residence,Cash,2024,Semi Finished,Heliopolis
Apartment,2690000,2,2,110.0,No,2,Mountain View iCity,Cash or Installment,2023,Semi Finished,6th of October
Studio,750000,2,1,60.0,Yes,1,Madinaty,Cash,2024,Finished,Madinaty
Penthouse,1590000,3,3,280.0,No,5,Rock Eden,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,3650000,4,5,217.0,No,1,Hyde Park New Cairo,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,445000,3,3,237.0,No,3,Taj City,Cash or Installment,2025,Not Finished,Heliopolis
Apartment,8100000,3,3,200.0,No,3,Uptown Cairo,Cash,2024,Finished,Mokattam
Apartment,5748079,2,3,133.0,No,1,Mivida,Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,7750000,3,3,200.0,No,1,Mivida,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,385000,2,1,78.0,No,4,Madinaty,Cash or Installment,2025,Finished,Madinaty
Apartment,3000000,3,3,157.0,Yes,2,Rehab City,Cash,2024,Finished,Rehab City
Penthouse,3300000,3,3,164.0,No,3,Mountain View Hyde Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1500000,3,2,135.0,No,1,Not in Compound,Cash,2024,Finished,Mohandessin
Apartment,5800000,2,3,160.0,No,2,Eastown,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,4044000,3,3,235.0,No,2,Mountain View iCity,Installment,2024,Not Finished,New Cairo - El Tagamoa
Apartment,850000,3,1,126.0,No,11,Upville,Cash or Installment,2025,Finished,Asafra
Penthouse,4250000,5,3,445.0,No,3,Highland Park,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1350000,2,2,120.0,No,3,Not in Compound,Cash,2024,Finished,Sheraton
Apartment,1550000,2,1,82.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,1700000,3,2,109.0,No,1,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2336000,3,3,190.0,No,1,Isola,Installment,2024,Semi Finished,Hadayek 6th of October
Apartment,3000000,3,3,175.0,No,5,Madinaty,Cash,2024,Finished,Madinaty
Apartment,2500000,3,2,116.0,No,5,Madinaty,Installment,2024,Finished,Madinaty
Apartment,1980000,3,2,148.0,No,4,Sarai,Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,550000,2,1,80.0,No,1,Not in Compound,Cash,2024,Finished,6th of October
Studio,1800000,1,1,89.0,No,1,Hyde Park New Cairo,Cash,2024,Finished,New Cairo - El Tagamoa
Apartment,3300000,3,3,178.0,No,1,Continental Gardens,Cash,2024,Finished,Sheikh Zayed
Apartment,2900000,3,2,135.0,No,1,Kayan,Cash or Installment,2025,Finished,Sheikh Zayed
Apartment,2170000,3,3,162.0,No,3,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2700000,3,3,182.0,No,4,Sun Capital,Cash or Installment,2024,Not Finished,6th of October
Apartment,6786000,2,2,155.0,No,1,Villette,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1700000,3,2,103.0,No,4,Madinaty,Cash,2024,Finished,Madinaty
Apartment,5350000,2,2,198.0,No,2,New Giza,Cash,2024,Finished,6th of October
Apartment,6057000,2,2,138.0,No,1,Villette,Cash or Installment,2024,Finished,New Cairo - El Tagamoa
Apartment,1850000,2,1,107.0,No,3,Madinaty,Cash,2024,Finished,Madinaty
Apartment,520000,2,1,96.0,No,1,2020 Compound,Cash,2024,Finished,6th of October
Apartment,2300000,3,3,165.0,No,1,Mountain View iCity,Cash,2024,Semi Finished,New Cairo - El Tagamoa
Duplex,4000000,3,3,245.0,No,1,Sodic Westown,Cash,2024,Semi Finished,Sheikh Zayed
Apartment,3139415,3,2,209.0,No,1,AZAD,Cash or Installment,2024,Semi Finished,New Cairo - El Tagamoa
Apartment,1550000,3,3,207.0,No,1,Beit Al Watan,Cash or Installment,2024,Semi Finished,6th of October
Studio,1600000,1,1,40.0,No,3,Rehab City,Cash,2024,Finished,Rehab City
Duplex,1475000,4,2,320.0,No,1,Not in Compound,Cash,2024,Semi Finished,6th of October
Apartment,1850000,3,2,130.0,No,1,Kayan,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,2530000,4,3,230.0,No,1,Kanarya,Cash or Installment,2024,Semi Finished,Sheikh Zayed
Apartment,1370000,3,2,116.0,No,1,Madinaty,Installment,2024,Finished,Madinaty
Duplex,225000,2,1,160.0,No,5,Nakheel,Cash,2024,Finished,Nakheel
Penthouse,2990000,3,2,200.0,No,1,Kayan,Cash or Installment,2025,Semi Finished,Sheikh Zayed
Apartment,2530000,3,2,125.0,No,1,Kayan,Cash or Installment,2025,Finished,Sheikh Zayed
Apartment,2700000,3,3,160.0,No,1,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
Apartment,2170000,3,3,160.0,No,4,Mountain View iCity,Cash,2024,Not Finished,New Cairo - El Tagamoa
